scenario,region,variables,unit,2019,2050
Extensive reindustrialization - N1,FR,Production|Electricity|Conventional|Natural gas,TWh/year,0.37478741,0.37478741
Extensive reindustrialization - N1,FR,Production|Electricity|Conventional|Waste,TWh/year,1.686543346,1.686543346
Extensive reindustrialization - N1,FR,Production|Electricity|Hydro|Reservoir,TWh/year,9.39966825,9.39966825
Extensive reindustrialization - N1,FR,Production|Electricity|Run-of-river hydro,TWh/year,49.34825831,49.34825831
Extensive reindustrialization - N1,FR,Production|Electricity|Nuclear|Evolutionary Power Reactor,TWh/year,83.48389564,83.48389564
Extensive reindustrialization - N1,FR,Production|Electricity|Nuclear|Pressure water reactor,TWh/year,86.10740752,86.10740752
Extensive reindustrialization - N1,FR,Production|Electricity|Nuclear|Small Modular Reactor,TWh/year,0,0
Extensive reindustrialization - N1,FR,Production|Electricity|Renewable|Biomass,TWh/year,9.182291552,9.182291552
Extensive reindustrialization - N1,FR,Production|Electricity|Renewable|Photovoltaic,TWh/year,166.2182165,166.2182165
Extensive reindustrialization - N1,FR,Production|Electricity|Renewable|Sea,TWh/year,0,0
Extensive reindustrialization - N1,FR,Production|Electricity|Renewable|Wind turbines|Offshore,TWh/year,204.2591386,204.2591386
Extensive reindustrialization - N1,FR,Production|Electricity|Renewable|Wind turbines|Onshore,TWh/year,131.2692905,131.2692905
Extensive reindustrialization - N1,FR,Production|Electricity|Storage|Hydro|Pumped storage,TWh/year,15.1,15.1
Extensive reindustrialization - N1,FR,Production|Electricity|Storage|Hydrogen,TWh/year,5.7,5.7
Extensive reindustrialization - N1,FR,Production|Gaseous fuel|Biomethane,%,100,100
Extensive reindustrialization - N1,FR,Production|Gaseous fuel|CNG,%,0,0
Extensive reindustrialization - N1,FR,Production|Gaseous fuel|LNG,%,0,0
Extensive reindustrialization - N1,FR,Production|Gaseous fuel|Low to high,%,1,1
Extensive reindustrialization - N1,FR,Production|Liquid fuel|Diesel|Biodiesel,%,100,100
Extensive reindustrialization - N1,FR,Production|Liquid fuel|Diesel|Diesel,%,0,0
Extensive reindustrialization - N1,FR,Production|Liquid fuel|Petrol|Bioethanol,%,100,100
Extensive reindustrialization - N1,FR,Production|Liquid fuel|Petrol|Petrol,%,0,0
Extensive reindustrialization - N2,FR,Distribution losses|Gaseous fuel|Low to high,PJ/year,0.9975,0.9975
Extensive reindustrialization - N2,FR,Efficiency|Electricity|Hydrogen|Fuel cell,%,50,64
Extensive reindustrialization - N2,FR,Production|Electricity|Low to medium,TWh/year,1,1
Extensive reindustrialization - N2,FR,Production|Electricity|Medium to high,TWh/year,1,1
Extensive reindustrialization - N2,FR,Production|Electricity|Import,TWh/year,24.31518072,24.31518072
Extensive reindustrialization - N2,FR,Production|Electricity|Export,TWh/year,42.31518072,42.31518072
Extensive reindustrialization - N2,FR,Production|Electricity|Total without production from flexibility,TWh/year,781.4,781.4
Extensive reindustrialization - N2,FR,Production|Electricity|Conventional|Coal,TWh/year,0,0
Extensive reindustrialization - N2,FR,Production|Electricity|Conventional|Fuel oil,TWh/year,0,0
Extensive reindustrialization - N2,FR,Production|Electricity|Conventional|Natural gas,TWh/year,0.378338786,0.378338786
Extensive reindustrialization - N2,FR,Production|Electricity|Conventional|Waste,TWh/year,1.702524539,1.702524539
Extensive reindustrialization - N2,FR,Production|Electricity|Hydro|Reservoir,TWh/year,9.488736764,9.488736764
Extensive reindustrialization - N2,FR,Production|Electricity|Run-of-river hydro,TWh/year,49.81586801,49.81586801
Extensive reindustrialization - N2,FR,Production|Electricity|Nuclear|Evolutionary Power Reactor,TWh/year,150.2950829,150.2950829
Extensive reindustrialization - N2,FR,Production|Electricity|Nuclear|Pressure water reactor,TWh/year,87.77459845,87.77459845
Extensive reindustrialization - N2,FR,Production|Electricity|Nuclear|Small Modular Reactor,TWh/year,0,0
Extensive reindustrialization - N2,FR,Production|Electricity|Renewable|Biomass,TWh/year,9.269300267,9.269300267
Extensive reindustrialization - N2,FR,Production|Electricity|Renewable|Photovoltaic,TWh/year,134.0265151,134.0265151
Extensive reindustrialization - N2,FR,Production|Electricity|Renewable|Sea,TWh/year,0,0
Extensive reindustrialization - N2,FR,Production|Electricity|Renewable|Wind turbines|Offshore,TWh/year,182.9268032,182.9268032
Extensive reindustrialization - N2,FR,Production|Electricity|Renewable|Wind turbines|Onshore,TWh/year,113.4070512,113.4070512
Extensive reindustrialization - N2,FR,Production|Electricity|Storage|Hydro|Pumped storage,TWh/year,13.9,13.9
Extensive reindustrialization - N2,FR,Production|Electricity|Storage|Hydrogen,TWh/year,1.7,1.7
Extensive reindustrialization - N2,FR,Production|Gaseous fuel|Biomethane,%,100,100
Extensive reindustrialization - N2,FR,Production|Gaseous fuel|CNG,%,0,0
Extensive reindustrialization - N2,FR,Production|Gaseous fuel|LNG,%,0,0
Extensive reindustrialization - N2,FR,Production|Gaseous fuel|Low to high,%,1,1
Extensive reindustrialization - N2,FR,Production|Liquid fuel|Diesel|Biodiesel,%,100,100
Extensive reindustrialization - N2,FR,Production|Liquid fuel|Diesel|Diesel,%,0,0
Extensive reindustrialization - N2,FR,Production|Liquid fuel|Petrol|Bioethanol,%,100,100
Extensive reindustrialization - N2,FR,Production|Liquid fuel|Petrol|Petrol,%,0,0
Reference - M0,FR,Distribution losses|Gaseous fuel|Low to high,PJ/year,0.9975,0.9975
Reference - M0,FR,Efficiency|Electricity|Hydrogen|Fuel cell,%,50,64
Reference - M0,FR,Production|Electricity|Low to medium,TWh/year,1,1
Reference - M0,FR,Production|Electricity|Medium to high,TWh/year,1,1
Reference - M0,FR,Production|Electricity|Import,TWh/year,43.43347193,43.43347193
Reference - M0,FR,Consumption|Electricity|Export,TWh/year,56.13347193,56.13347193
Reference - M0,FR,Production|Electricity|Total without production from flexibility,TWh/year,710.9,710.9
Reference - M0,FR,Production|Electricity|Conventional|Coal,TWh/year,0,0
Reference - M0,FR,Production|Electricity|Conventional|Fuel oil,TWh/year,0,0
Reference - M0,FR,Production|Electricity|Conventional|Natural gas,TWh/year,0.460519432,0.460519432
Reference - M0,FR,Production|Electricity|Conventional|Waste,TWh/year,1.657869954,1.657869954
Reference - M0,FR,Production|Electricity|Hydro|Reservoir,TWh/year,9.254598501,9.254598501
Reference - M0,FR,Production|Electricity|Run-of-river hydro,TWh/year,48.58664213,48.58664213
Reference - M0,FR,Production|Electricity|Nuclear|Evolutionary Power Reactor,TWh/year,0,0
Reference - M0,FR,Production|Electricity|Nuclear|Pressure water reactor,TWh/year,0,0
Reference - M0,FR,Production|Electricity|Nuclear|Small Modular Reactor,TWh/year,0,0
Reference - M0,FR,Production|Electricity|Renewable|Biomass,TWh/year,9.026180862,9.026180862
Reference - M0,FR,Production|Electricity|Renewable|Photovoltaic,TWh/year,234.4043908,234.4043908
Reference - M0,FR,Production|Electricity|Renewable|Sea,TWh/year,8.013038113,8.013038113
Reference - M0,FR,Production|Electricity|Renewable|Wind turbines|Offshore,TWh/year,205.852186,205.852186
Reference - M0,FR,Production|Electricity|Renewable|Wind turbines|Onshore,TWh/year,137.5111023,137.5111023
Reference - M0,FR,Production|Electricity|Storage|Hydro|Pumped storage,TWh/year,17,17
Reference - M0,FR,Production|Electricity|Storage|Hydrogen,TWh/year,16,16
Reference - M0,FR,Production|Gaseous fuel|Biomethane,%,100,100
Reference - M0,FR,Production|Gaseous fuel|CNG,%,0,0
Reference - M0,FR,Production|Gaseous fuel|LNG,%,0,0
Reference - M0,FR,Production|Gaseous fuel|Low to high,%,1,1
Reference - M0,FR,Production|Liquid fuel|Diesel|Biodiesel,%,100,100
Reference - M0,FR,Production|Liquid fuel|Diesel|Diesel,%,0,0
Reference - M0,FR,Production|Liquid fuel|Petrol|Bioethanol,%,100,100
Reference - M0,FR,Production|Liquid fuel|Petrol|Petrol,%,0,0
Reference - M1,FR,Distribution losses|Gaseous fuel|Low to high,PJ/year,0.9975,0.9975
Reference - M1,FR,Efficiency|Electricity|Hydrogen|Fuel cell,%,50,64
Reference - M1,FR,Production|Electricity|Low to medium,TWh/year,1,1
Reference - M1,FR,Production|Electricity|Medium to high,TWh/year,1,1
Reference - M1,FR,Production|Electricity|Import,TWh/year,37.36904145,37.36904145
Reference - M1,FR,Consumption|Electricity|Export,TWh/year,58.06904145,58.06904145
Reference - M1,FR,Production|Electricity|Total without production from flexibility,TWh/year,704.5,704.5
Reference - M1,FR,Production|Electricity|Conventional|Coal,TWh/year,0,0
Reference - M1,FR,Production|Electricity|Conventional|Fuel oil,TWh/year,0,0
Reference - M1,FR,Production|Electricity|Conventional|Natural gas,TWh/year,0.458787054,0.458787054
Reference - M1,FR,Production|Electricity|Conventional|Waste,TWh/year,1.651633393,1.651633393
Reference - M1,FR,Production|Electricity|Hydro|Reservoir,TWh/year,9.21978463,9.21978463
Reference - M1,FR,Production|Electricity|Run-of-river hydro,TWh/year,48.40386931,48.40386931
Reference - M1,FR,Production|Electricity|Nuclear|Evolutionary Power Reactor,TWh/year,0,0
Reference - M1,FR,Production|Electricity|Nuclear|Pressure water reactor,TWh/year,83.22397153,83.22397153
Reference - M1,FR,Production|Electricity|Nuclear|Small Modular Reactor,TWh/year,0,0
Reference - M1,FR,Production|Electricity|Renewable|Biomass,TWh/year,8.992226251,8.992226251
Reference - M1,FR,Production|Electricity|Renewable|Photovoltaic,TWh/year,233.8896399,233.8896399
Reference - M1,FR,Production|Electricity|Renewable|Sea,TWh/year,2.660964911,2.660964911
Reference - M1,FR,Production|Electricity|Renewable|Wind turbines|Offshore,TWh/year,149.014035,149.014035
Reference - M1,FR,Production|Electricity|Renewable|Wind turbines|Onshore,TWh/year,108.9160465,108.9160465
Reference - M1,FR,Production|Electricity|Storage|Hydro|Pumped storage,TWh/year,16.7,16.7
Reference - M1,FR,Production|Electricity|Storage|Hydrogen,TWh/year,10.5,10.5
Reference - M1,FR,Production|Gaseous fuel|Biomethane,%,100,100
Reference - M1,FR,Production|Gaseous fuel|CNG,%,0,0
Reference - M1,FR,Production|Gaseous fuel|LNG,%,0,0
Reference - M1,FR,Production|Gaseous fuel|Low to high,%,1,1
Reference - M1,FR,Production|Liquid fuel|Diesel|Biodiesel,%,100,100
Reference - M1,FR,Production|Liquid fuel|Diesel|Diesel,%,0,0
Reference - M1,FR,Production|Liquid fuel|Petrol|Bioethanol,%,100,100
Reference - M1,FR,Production|Liquid fuel|Petrol|Petrol,%,0,0
Reference - M23,FR,Distribution losses|Gaseous fuel|Low to high,PJ/year,0.9975,0.9975
Reference - M23,FR,Efficiency|Electricity|Hydrogen|Fuel cell,%,50,64
Reference - M23,FR,Production|Electricity|Low to medium,TWh/year,1,1
Reference - M23,FR,Production|Electricity|Medium to high,TWh/year,1,1
Reference - M23,FR,Production|Electricity|Import,TWh/year,30.72025932,30.72025932
Reference - M23,FR,Consumption|Electricity|Export,TWh/year,47.92025932,47.92025932
Reference - M23,FR,Production|Electricity|Total without production from flexibility,TWh/year,688.2,688.2
Reference - M23,FR,Production|Electricity|Conventional|Coal,TWh/year,0,0
Reference - M23,FR,Production|Electricity|Conventional|Fuel oil,TWh/year,0,0
Reference - M23,FR,Production|Electricity|Conventional|Natural gas,TWh/year,0.465184351,0.465184351
Reference - M23,FR,Production|Electricity|Conventional|Waste,TWh/year,1.674663664,1.674663664
Reference - M23,FR,Production|Electricity|Hydro|Reservoir,TWh/year,9.333458818,9.333458818
Reference - M23,FR,Production|Electricity|Run-of-river hydro,TWh/year,49.00065879,49.00065879
Reference - M23,FR,Production|Electricity|Nuclear|Evolutionary Power Reactor,TWh/year,0,0
Reference - M23,FR,Production|Electricity|Nuclear|Pressure water reactor,TWh/year,84.75658875,84.75658875
Reference - M23,FR,Production|Electricity|Nuclear|Small Modular Reactor,TWh/year,0,0
Reference - M23,FR,Production|Electricity|Renewable|Biomass,TWh/year,9.117613279,9.117613279
Reference - M23,FR,Production|Electricity|Renewable|Photovoltaic,TWh/year,142.3464114,142.3464114
Reference - M23,FR,Production|Electricity|Renewable|Sea,TWh/year,8.094207707,8.094207707
Reference - M23,FR,Production|Electricity|Renewable|Wind turbines|Offshore,TWh/year,200.3083815,200.3083815
Reference - M23,FR,Production|Electricity|Renewable|Wind turbines|Onshore,TWh/year,135.1825724,135.1825724
Reference - M23,FR,Production|Electricity|Storage|Hydro|Pumped storage,TWh/year,15.5,15.5
Reference - M23,FR,Production|Electricity|Storage|Hydrogen,TWh/year,8.9,8.9
Reference - M23,FR,Production|Gaseous fuel|Biomethane,%,100,100
Reference - M23,FR,Production|Gaseous fuel|CNG,%,0,0
Reference - M23,FR,Production|Gaseous fuel|LNG,%,0,0
Reference - M23,FR,Production|Gaseous fuel|Low to high,%,1,1
Reference - M23,FR,Production|Liquid fuel|Diesel|Biodiesel,%,100,100
Reference - M23,FR,Production|Liquid fuel|Diesel|Diesel,%,0,0
Reference - M23,FR,Production|Liquid fuel|Petrol|Bioethanol,%,100,100
Reference - M23,FR,Production|Liquid fuel|Petrol|Petrol,%,0,0
Reference - N1,FR,Distribution losses|Gaseous fuel|Low to high,PJ/year,0.9975,0.9975
Reference - N1,FR,Efficiency|Electricity|Hydrogen|Fuel cell,%,50,64
Reference - N1,FR,Production|Electricity|Low to medium,TWh/year,1,1
Reference - N1,FR,Production|Electricity|Medium to high,TWh/year,1,1
Reference - N1,FR,Production|Electricity|Import,TWh/year,31.97050243,31.97050243
Reference - N1,FR,Consumption|Electricity|Export,TWh/year,49.87050243,49.87050243
Reference - N1,FR,Production|Electricity|Total without production from flexibility,TWh/year,678.8,678.8
Reference - N1,FR,Production|Electricity|Conventional|Coal,TWh/year,0,0
Reference - N1,FR,Production|Electricity|Conventional|Fuel oil,TWh/year,0,0
Reference - N1,FR,Production|Electricity|Conventional|Natural gas,TWh/year,0.463265688,0.463265688
Reference - N1,FR,Production|Electricity|Conventional|Waste,TWh/year,1.667756476,1.667756476
Reference - N1,FR,Production|Electricity|Hydro|Reservoir,TWh/year,9.309787259,9.309787259
Reference - N1,FR,Production|Electricity|Run-of-river hydro,TWh/year,48.87638311,48.87638311
Reference - N1,FR,Production|Electricity|Nuclear|Evolutionary Power Reactor,TWh/year,83.01721123,83.01721123
Reference - N1,FR,Production|Electricity|Nuclear|Pressure water reactor,TWh/year,85.61149908,85.61149908
Reference - N1,FR,Production|Electricity|Nuclear|Small Modular Reactor,TWh/year,0,0
Reference - N1,FR,Production|Electricity|Renewable|Biomass,TWh/year,9.080007478,9.080007478
Reference - N1,FR,Production|Electricity|Renewable|Photovoltaic,TWh/year,133.7911306,133.7911306
Reference - N1,FR,Production|Electricity|Renewable|Sea,TWh/year,0,0
Reference - N1,FR,Production|Electricity|Renewable|Wind turbines|Offshore,TWh/year,148.4303263,148.4303263
Reference - N1,FR,Production|Electricity|Renewable|Wind turbines|Onshore,TWh/year,108.6821303,108.6821303
Reference - N1,FR,Production|Electricity|Storage|Hydro|Pumped storage,TWh/year,15.1,15.1
Reference - N1,FR,Production|Electricity|Storage|Hydrogen,TWh/year,5.7,5.7
Reference - N1,FR,Production|Gaseous fuel|Biomethane,%,100,100
Reference - N1,FR,Production|Gaseous fuel|CNG,%,0,0
Reference - N1,FR,Production|Gaseous fuel|LNG,%,0,0
Reference - N1,FR,Production|Gaseous fuel|Low to high,%,1,1
Reference - N1,FR,Production|Liquid fuel|Diesel|Biodiesel,%,100,100
Reference - N1,FR,Production|Liquid fuel|Diesel|Diesel,%,0,0
Reference - N1,FR,Production|Liquid fuel|Petrol|Bioethanol,%,100,100
Reference - N1,FR,Production|Liquid fuel|Petrol|Petrol,%,0,0
Reference - N2,FR,Distribution losses|Gaseous fuel|Low to high,PJ/year,0.9975,0.9975
Reference - N2,FR,Efficiency|Electricity|Hydrogen|Fuel cell,%,50,64
Reference - N2,FR,Production|Electricity|Low to medium,TWh/year,1,1
Reference - N2,FR,Production|Electricity|Medium to high,TWh/year,1,1
Reference - N2,FR,Production|Electricity|Import,TWh/year,24.31518072,24.31518072
Reference - N2,FR,Consumption|Electricity|Export,TWh/year,42.31518072,42.31518072
Reference - N2,FR,Production|Electricity|Total without production from flexibility,TWh/year,670.1,670.1
Reference - N2,FR,Production|Electricity|Conventional|Coal,TWh/year,0,0
Reference - N2,FR,Production|Electricity|Conventional|Fuel oil,TWh/year,0,0
Reference - N2,FR,Production|Electricity|Conventional|Natural gas,TWh/year,0.374740976,0.374740976
Reference - N2,FR,Production|Electricity|Conventional|Waste,TWh/year,1.68633439,1.68633439
Reference - N2,FR,Production|Electricity|Hydro|Reservoir,TWh/year,9.398503667,9.398503667
Reference - N2,FR,Production|Electricity|Run-of-river hydro,TWh/year,49.34214425,49.34214425
Reference - N2,FR,Production|Electricity|Nuclear|Evolutionary Power Reactor,TWh/year,149.2405935,149.2405935
Reference - N2,FR,Production|Electricity|Nuclear|Pressure water reactor,TWh/year,87.22096206,87.22096206
Reference - N2,FR,Production|Electricity|Nuclear|Small Modular Reactor,TWh/year,0,0
Reference - N2,FR,Production|Electricity|Renewable|Biomass,TWh/year,9.181153901,9.181153901
Reference - N2,FR,Production|Electricity|Renewable|Photovoltaic,TWh/year,103.1474535,103.1474535
Reference - N2,FR,Production|Electricity|Renewable|Sea,TWh/year,0,0
Reference - N2,FR,Production|Electricity|Renewable|Wind turbines|Offshore,TWh/year,120.9476499,120.9476499
Reference - N2,FR,Production|Electricity|Renewable|Wind turbines|Onshore,TWh/year,97.24528315,97.24528315
Reference - N2,FR,Production|Electricity|Storage|Hydro|Pumped storage,TWh/year,14.2,14.2
Reference - N2,FR,Production|Electricity|Storage|Hydrogen,TWh/year,1.9,1.9
Reference - N2,FR,Production|Gaseous fuel|Biomethane,%,100,100
Reference - N2,FR,Production|Gaseous fuel|CNG,%,0,0
Reference - N2,FR,Production|Gaseous fuel|LNG,%,0,0
Reference - N2,FR,Production|Gaseous fuel|Low to high,%,1,1
Reference - N2,FR,Production|Liquid fuel|Diesel|Biodiesel,%,100,100
Reference - N2,FR,Production|Liquid fuel|Diesel|Diesel,%,0,0
Reference - N2,FR,Production|Liquid fuel|Petrol|Bioethanol,%,100,100
Reference - N2,FR,Production|Liquid fuel|Petrol|Petrol,%,0,0
Reference - N03,FR,Distribution losses|Gaseous fuel|Low to high,PJ/year,0.9975,0.9975
Reference - N03,FR,Efficiency|Electricity|Hydrogen|Fuel cell,%,50,64
Reference - N03,FR,Production|Electricity|Low to medium,TWh/year,1,1
Reference - N03,FR,Production|Electricity|Medium to high,TWh/year,1,1
Reference - N03,FR,Production|Electricity|Import,TWh/year,23.55480363,23.55480363
Reference - N03,FR,Consumption|Electricity|Export,TWh/year,38.35480363,38.35480363
Reference - N03,FR,Production|Electricity|Total without production from flexibility,TWh/year,663.1,663.1
Reference - N03,FR,Production|Electricity|Conventional|Coal,TWh/year,0,0
Reference - N03,FR,Production|Electricity|Conventional|Fuel oil,TWh/year,0,0
Reference - N03,FR,Production|Electricity|Conventional|Natural gas,TWh/year,0,0
Reference - N03,FR,Production|Electricity|Conventional|Waste,TWh/year,1.695885015,1.695885015
Reference - N03,FR,Production|Electricity|Hydro|Reservoir,TWh/year,9.451732484,9.451732484
Reference - N03,FR,Production|Electricity|Run-of-river hydro,TWh/year,49.62159554,49.62159554
Reference - N03,FR,Production|Electricity|Nuclear|Evolutionary Power Reactor,TWh/year,152.9122989,152.9122989
Reference - N03,FR,Production|Electricity|Nuclear|Pressure water reactor,TWh/year,140.5700246,140.5700246
Reference - N03,FR,Production|Electricity|Nuclear|Small Modular Reactor,TWh/year,25.43827523,25.43827523
Reference - N03,FR,Production|Electricity|Renewable|Biomass,TWh/year,9.233151748,9.233151748
Reference - N03,FR,Production|Electricity|Renewable|Photovoltaic,TWh/year,80.74296988,80.74296988
Reference - N03,FR,Production|Electricity|Renewable|Sea,TWh/year,0,0
Reference - N03,FR,Production|Electricity|Renewable|Wind turbines|Offshore,TWh/year,73.39413482,73.39413482
Reference - N03,FR,Production|Electricity|Renewable|Wind turbines|Onshore,TWh/year,81.68512822,81.68512822
Reference - N03,FR,Production|Electricity|Storage|Hydro|Pumped storage,TWh/year,14.2,14.2
Reference - N03,FR,Production|Electricity|Storage|Hydrogen,TWh/year,0,0
Reference - N03,FR,Production|Gaseous fuel|Biomethane,%,100,100
Reference - N03,FR,Production|Gaseous fuel|CNG,%,0,0
Reference - N03,FR,Production|Gaseous fuel|LNG,%,0,0
Reference - N03,FR,Production|Gaseous fuel|Low to high,%,1,1
Reference - N03,FR,Production|Liquid fuel|Diesel|Biodiesel,%,100,100
Reference - N03,FR,Production|Liquid fuel|Diesel|Diesel,%,0,0
Reference - N03,FR,Production|Liquid fuel|Petrol|Bioethanol,%,100,100
Reference - N03,FR,Production|Liquid fuel|Petrol|Petrol,%,0,0
Sobriety - M0,FR,Distribution losses|Gaseous fuel|Low to high,PJ/year,0.9975,0.9975
Sobriety - M0,FR,Efficiency|Electricity|Hydrogen|Fuel cell,%,50,64
Sobriety - M0,FR,Production|Electricity|Low to medium,TWh/year,1,1
Sobriety - M0,FR,Production|Electricity|Medium to high,TWh/year,1,1
Sobriety - M0,FR,Production|Electricity|Import,TWh/year,43.43347193,43.43347193
Sobriety - M0,FR,Consumption|Electricity|Export,TWh/year,56.13347193,56.13347193
Sobriety - M0,FR,Production|Electricity|Total without production from flexibility,TWh/year,617.2,617.2
Sobriety - M0,FR,Production|Electricity|Conventional|Coal,TWh/year,0,0
Sobriety - M0,FR,Production|Electricity|Conventional|Fuel oil,TWh/year,0,0
Sobriety - M0,FR,Production|Electricity|Conventional|Natural gas,TWh/year,0.454525703,0.454525703
Sobriety - M0,FR,Production|Electricity|Conventional|Waste,TWh/year,1.636292532,1.636292532
Sobriety - M0,FR,Production|Electricity|Hydro|Reservoir,TWh/year,9.134148532,9.134148532
Sobriety - M0,FR,Production|Electricity|Run-of-river hydro,TWh/year,47.95427979,47.95427979
Sobriety - M0,FR,Production|Electricity|Nuclear|Evolutionary Power Reactor,TWh/year,0,0
Sobriety - M0,FR,Production|Electricity|Nuclear|Pressure water reactor,TWh/year,0,0
Sobriety - M0,FR,Production|Electricity|Nuclear|Small Modular Reactor,TWh/year,0,0
Sobriety - M0,FR,Production|Electricity|Renewable|Biomass,TWh/year,8.908703783,8.908703783
Sobriety - M0,FR,Production|Electricity|Renewable|Photovoltaic,TWh/year,192.627993,192.627993
Sobriety - M0,FR,Production|Electricity|Renewable|Sea,TWh/year,7.908747236,7.908747236
Sobriety - M0,FR,Production|Electricity|Renewable|Wind turbines|Offshore,TWh/year,169.2653719,169.2653719
Sobriety - M0,FR,Production|Electricity|Renewable|Wind turbines|Onshore,TWh/year,123.1764656,123.1764656
Sobriety - M0,FR,Production|Electricity|Storage|Hydro|Pumped storage,TWh/year,16.3,16.3
Sobriety - M0,FR,Production|Electricity|Storage|Hydrogen,TWh/year,10.4,10.4
Sobriety - M0,FR,Production|Gaseous fuel|Biomethane,%,100,100
Sobriety - M0,FR,Production|Gaseous fuel|CNG,%,0,0
Sobriety - M0,FR,Production|Gaseous fuel|LNG,%,0,0
Sobriety - M0,FR,Production|Gaseous fuel|Low to high,%,1,1
Sobriety - M0,FR,Production|Liquid fuel|Diesel|Biodiesel,%,100,100
Sobriety - M0,FR,Production|Liquid fuel|Diesel|Diesel,%,0,0
Sobriety - M0,FR,Production|Liquid fuel|Petrol|Bioethanol,%,100,100
Sobriety - M0,FR,Production|Liquid fuel|Petrol|Petrol,%,0,0
Sobriety - M1,FR,Distribution losses|Gaseous fuel|Low to high,PJ/year,0.9975,0.9975
Sobriety - M1,FR,Efficiency|Electricity|Hydrogen|Fuel cell,%,50,64
Sobriety - M1,FR,Production|Electricity|Low to medium,TWh/year,1,1
Sobriety - M1,FR,Production|Electricity|Medium to high,TWh/year,1,1
Sobriety - M1,FR,Production|Electricity|Import,TWh/year,37.36904145,37.36904145
Sobriety - M1,FR,Consumption|Electricity|Export,TWh/year,58.06904145,58.06904145
Sobriety - M1,FR,Production|Electricity|Total without production from flexibility,TWh/year,604.9,604.9
Sobriety - M1,FR,Production|Electricity|Conventional|Coal,TWh/year,0,0
Sobriety - M1,FR,Production|Electricity|Conventional|Fuel oil,TWh/year,0,0
Sobriety - M1,FR,Production|Electricity|Conventional|Natural gas,TWh/year,0.452001123,0.452001123
Sobriety - M1,FR,Production|Electricity|Conventional|Waste,TWh/year,1.627204043,1.627204043
Sobriety - M1,FR,Production|Electricity|Hydro|Reservoir,TWh/year,9.083414567,9.083414567
Sobriety - M1,FR,Production|Electricity|Run-of-river hydro,TWh/year,47.68792648,47.68792648
Sobriety - M1,FR,Production|Electricity|Nuclear|Evolutionary Power Reactor,TWh/year,0,0
Sobriety - M1,FR,Production|Electricity|Nuclear|Pressure water reactor,TWh/year,83.0778064,83.0778064
Sobriety - M1,FR,Production|Electricity|Nuclear|Small Modular Reactor,TWh/year,0,0
Sobriety - M1,FR,Production|Electricity|Renewable|Biomass,TWh/year,8.85922201,8.85922201
Sobriety - M1,FR,Production|Electricity|Renewable|Photovoltaic,TWh/year,185.2300602,185.2300602
Sobriety - M1,FR,Production|Electricity|Renewable|Sea,TWh/year,2.621606513,2.621606513
Sobriety - M1,FR,Production|Electricity|Renewable|Wind turbines|Offshore,TWh/year,113.5426821,113.5426821
Sobriety - M1,FR,Production|Electricity|Renewable|Wind turbines|Onshore,TWh/year,94.64903515,94.64903515
Sobriety - M1,FR,Production|Electricity|Storage|Hydro|Pumped storage,TWh/year,15.9,15.9
Sobriety - M1,FR,Production|Electricity|Storage|Hydrogen,TWh/year,5.8,5.8
Sobriety - M1,FR,Production|Gaseous fuel|Biomethane,%,100,100
Sobriety - M1,FR,Production|Gaseous fuel|CNG,%,0,0
Sobriety - M1,FR,Production|Gaseous fuel|LNG,%,0,0
Sobriety - M1,FR,Production|Gaseous fuel|Low to high,%,1,1
Sobriety - M1,FR,Production|Liquid fuel|Diesel|Biodiesel,%,100,100
Sobriety - M1,FR,Production|Liquid fuel|Diesel|Diesel,%,0,0
Sobriety - M1,FR,Production|Liquid fuel|Petrol|Bioethanol,%,100,100
Sobriety - M1,FR,Production|Liquid fuel|Petrol|Petrol,%,0,0
Sobriety - M23,FR,Distribution losses|Gaseous fuel|Low to high,PJ/year,0.9975,0.9975
Sobriety - M23,FR,Efficiency|Electricity|Hydrogen|Fuel cell,%,50,64
Sobriety - M23,FR,Production|Electricity|Low to medium,TWh/year,1,1
Sobriety - M23,FR,Production|Electricity|Medium to high,TWh/year,1,1
Sobriety - M23,FR,Production|Electricity|Import,TWh/year,30.72025932,30.72025932
Sobriety - M23,FR,Consumption|Electricity|Export,TWh/year,47.92025932,47.92025932
Sobriety - M23,FR,Production|Electricity|Total without production from flexibility,TWh/year,597.4,597.4
Sobriety - M23,FR,Production|Electricity|Conventional|Coal,TWh/year,0,0
Sobriety - M23,FR,Production|Electricity|Conventional|Fuel oil,TWh/year,0,0
Sobriety - M23,FR,Production|Electricity|Conventional|Natural gas,TWh/year,0.367914122,0.367914122
Sobriety - M23,FR,Production|Electricity|Conventional|Waste,TWh/year,1.655613547,1.655613547
Sobriety - M23,FR,Production|Electricity|Hydro|Reservoir,TWh/year,9.227286171,9.227286171
Sobriety - M23,FR,Production|Electricity|Run-of-river hydro,TWh/year,48.4432524,48.4432524
Sobriety - M23,FR,Production|Electricity|Nuclear|Evolutionary Power Reactor,TWh/year,0,0
Sobriety - M23,FR,Production|Electricity|Nuclear|Pressure water reactor,TWh/year,84.62024798,84.62024798
Sobriety - M23,FR,Production|Electricity|Nuclear|Small Modular Reactor,TWh/year,0,0
Sobriety - M23,FR,Production|Electricity|Renewable|Biomass,TWh/year,9.01389598,9.01389598
Sobriety - M23,FR,Production|Electricity|Renewable|Photovoltaic,TWh/year,114.973163,114.973163
Sobriety - M23,FR,Production|Electricity|Renewable|Sea,TWh/year,8.002132146,8.002132146
