scenario;region;variables;unit;2019;2050;;scenario,region,variables,unit,2019,2050
Sobriety - N1;FR;Production|Electricity|Total without production from flexibility;TWh/year;532.9;532.9;;Sobriety - N1,FR,Production|Electricity|Total without production from flexibility,TWh/year,532.9,532.9
Sobriety - N1;FR;Production|Electricity|Conventional|Coal;TWh/year;1.423648995;1.423648995;;Sobriety - N1,FR,Production|Electricity|Conventional|Coal,TWh/year,1.423648995,1.423648995
Sobriety - N1;FR;Production|Electricity|Conventional|Fuel oil;TWh/year;2.04649543;2.04649543;;Sobriety - N1,FR,Production|Electricity|Conventional|Fuel oil,TWh/year,2.04649543,2.04649543
Sobriety - N1;FR;Production|Electricity|Conventional|Natural gas;TWh/year;34.345532;34.345532;;Sobriety - N1,FR,Production|Electricity|Conventional|Natural gas,TWh/year,34.345532,34.345532
Sobriety - N1;FR;Production|Electricity|Conventional|Waste;TWh/year;1.957517368;1.957517368;;Sobriety - N1,FR,Production|Electricity|Conventional|Waste,TWh/year,1.957517368,1.957517368
Sobriety - N1;FR;Production|Electricity|Hydro|Reservoir;TWh/year;7.687704572;7.687704572;;Sobriety - N1,FR,Production|Electricity|Hydro|Reservoir,TWh/year,7.687704572,7.687704572
Sobriety - N1;FR;Production|Electricity|Run-of-river hydro;TWh/year;40.36044901;40.36044901;;Sobriety - N1,FR,Production|Electricity|Run-of-river hydro,TWh/year,40.36044901,40.36044901
Sobriety - N1;FR;Production|Electricity|Nuclear|Evolutionary Power Reactor;TWh/year;0;0;;Sobriety - N1,FR,Production|Electricity|Nuclear|Evolutionary Power Reactor,TWh/year,0,0
Sobriety - N1;FR;Production|Electricity|Nuclear|Pressure water reactor;TWh/year;337.2268557;337.2268557;;Sobriety - N1,FR,Production|Electricity|Nuclear|Pressure water reactor,TWh/year,337.2268557,337.2268557
Sobriety - N1;FR;Production|Electricity|Nuclear|Small Modular Reactor;TWh/year;0;0;;Sobriety - N1,FR,Production|Electricity|Nuclear|Small Modular Reactor,TWh/year,0,0
Sobriety - N1;FR;Production|Electricity|Renewable|Biomass;TWh/year;8.630872032;8.630872032;;Sobriety - N1,FR,Production|Electricity|Renewable|Biomass,TWh/year,8.630872032,8.630872032
Sobriety - N1;FR;Production|Electricity|Renewable|Photovoltaic;TWh/year;10.32145521;10.32145521;;Sobriety - N1,FR,Production|Electricity|Renewable|Photovoltaic,TWh/year,10.32145521,10.32145521
Sobriety - N1;FR;Production|Electricity|Renewable|Sea;TWh/year;0;0;;Sobriety - N1,FR,Production|Electricity|Renewable|Sea,TWh/year,0,0
Sobriety - N1;FR;Production|Electricity|Renewable|Wind turbines|Offshore;TWh/year;0;0;;Sobriety - N1,FR,Production|Electricity|Renewable|Wind turbines|Offshore,TWh/year,0,0
Sobriety - N1;FR;Production|Electricity|Renewable|Wind turbines|Onshore;TWh/year;30.16356308;30.16356308;;Sobriety - N1,FR,Production|Electricity|Renewable|Wind turbines|Onshore,TWh/year,30.16356308,30.16356308
Sobriety - N1;FR;Production|Electricity|Storage|Hydro|Pumped storage;TWh/year;5.5;5.5;;Sobriety - N1,FR,Production|Electricity|Storage|Hydro|Pumped storage,TWh/year,5.5,5.5
Sobriety - N1;FR;Production|Electricity|Storage|Hydrogen;TWh/year;0;0;;Sobriety - N1,FR,Production|Electricity|Storage|Hydrogen,TWh/year,0,0
Sobriety - N1;FR;Production|Gaseous fuel|Biomethane;%;0.1;0.1;;Sobriety - N1,FR,Production|Gaseous fuel|Biomethane,%,0.1,0.1
Sobriety - N1;FR;Production|Gaseous fuel|CNG;%;56.9;56.9;;Sobriety - N1,FR,Production|Gaseous fuel|CNG,%,56.9,56.9
Sobriety - N1;FR;Production|Gaseous fuel|LNG;%;43;43;;Sobriety - N1,FR,Production|Gaseous fuel|LNG,%,43,43
Sobriety - N1;FR;Production|Gaseous fuel|Low to high;%;1;1;;Sobriety - N1,FR,Production|Gaseous fuel|Low to high,%,1,1
Sobriety - N1;FR;Production|Liquid fuel|Diesel|Biodiesel;%;7;7;;Sobriety - N1,FR,Production|Liquid fuel|Diesel|Biodiesel,%,7,7
Sobriety - N1;FR;Production|Liquid fuel|Diesel|Diesel;%;93;93;;Sobriety - N1,FR,Production|Liquid fuel|Diesel|Diesel,%,93,93
Sobriety - N1;FR;Production|Liquid fuel|Petrol|Bioethanol;%;7;7;;Sobriety - N1,FR,Production|Liquid fuel|Petrol|Bioethanol,%,7,7
Sobriety - N1;FR;Production|Liquid fuel|Petrol|Petrol;%;93;93;;Sobriety - N1,FR,Production|Liquid fuel|Petrol|Petrol,%,93,93
Sobriety - N2;FR;Distribution losses|Gaseous fuel|Low to high;PJ/year;1;1;;Sobriety - N2,FR,Distribution losses|Gaseous fuel|Low to high,PJ/year,1,1
Sobriety - N2;FR;Efficiency|Electricity|Hydrogen|Fuel cell;%;50;64;;Sobriety - N2,FR,Efficiency|Electricity|Hydrogen|Fuel cell,%,50,64
Sobriety - N2;FR;Production|Electricity|Low to medium;TWh/year;1;1;;Sobriety - N2,FR,Production|Electricity|Low to medium,TWh/year,1,1
Sobriety - N2;FR;Production|Electricity|Medium to high;TWh/year;1;1;;Sobriety - N2,FR,Production|Electricity|Medium to high,TWh/year,1,1
Sobriety - N2;FR;Production|Electricity|Import;TWh/year;2.035906643;2.035906643;;Sobriety - N2,FR,Production|Electricity|Import,TWh/year,2.035906643,2.035906643
Sobriety - N2;FR;Consumption|Electricity|Export;TWh/year;58.73590664;58.73590664;;Sobriety - N2,FR,Consumption|Electricity|Export,TWh/year,58.73590664,58.73590664
Sobriety - N2;FR;Production|Electricity|Total without production from flexibility;TWh/year;532.9;532.9;;Sobriety - N2,FR,Production|Electricity|Total without production from flexibility,TWh/year,532.9,532.9
Sobriety - N2;FR;Production|Electricity|Conventional|Coal;TWh/year;1.423648995;1.423648995;;Sobriety - N2,FR,Production|Electricity|Conventional|Coal,TWh/year,1.423648995,1.423648995
Sobriety - N2;FR;Production|Electricity|Conventional|Fuel oil;TWh/year;2.04649543;2.04649543;;Sobriety - N2,FR,Production|Electricity|Conventional|Fuel oil,TWh/year,2.04649543,2.04649543
Sobriety - N2;FR;Production|Electricity|Conventional|Natural gas;TWh/year;34.345532;34.345532;;Sobriety - N2,FR,Production|Electricity|Conventional|Natural gas,TWh/year,34.345532,34.345532
Sobriety - N2;FR;Production|Electricity|Conventional|Waste;TWh/year;1.957517368;1.957517368;;Sobriety - N2,FR,Production|Electricity|Conventional|Waste,TWh/year,1.957517368,1.957517368
Sobriety - N2;FR;Production|Electricity|Hydro|Reservoir;TWh/year;7.687704572;7.687704572;;Sobriety - N2,FR,Production|Electricity|Hydro|Reservoir,TWh/year,7.687704572,7.687704572
Sobriety - N2;FR;Production|Electricity|Run-of-river hydro;TWh/year;40.36044901;40.36044901;;Sobriety - N2,FR,Production|Electricity|Run-of-river hydro,TWh/year,40.36044901,40.36044901
Sobriety - N2;FR;Production|Electricity|Nuclear|Evolutionary Power Reactor;TWh/year;0;0;;Sobriety - N2,FR,Production|Electricity|Nuclear|Evolutionary Power Reactor,TWh/year,0,0
Sobriety - N2;FR;Production|Electricity|Nuclear|Pressure water reactor;TWh/year;337.2268557;337.2268557;;Sobriety - N2,FR,Production|Electricity|Nuclear|Pressure water reactor,TWh/year,337.2268557,337.2268557
Sobriety - N2;FR;Production|Electricity|Nuclear|Small Modular Reactor;TWh/year;0;0;;Sobriety - N2,FR,Production|Electricity|Nuclear|Small Modular Reactor,TWh/year,0,0
Sobriety - N2;FR;Production|Electricity|Renewable|Biomass;TWh/year;8.630872032;8.630872032;;Sobriety - N2,FR,Production|Electricity|Renewable|Biomass,TWh/year,8.630872032,8.630872032
Sobriety - N2;FR;Production|Electricity|Renewable|Photovoltaic;TWh/year;10.32145521;10.32145521;;Sobriety - N2,FR,Production|Electricity|Renewable|Photovoltaic,TWh/year,10.32145521,10.32145521
Sobriety - N2;FR;Production|Electricity|Renewable|Sea;TWh/year;0;0;;Sobriety - N2,FR,Production|Electricity|Renewable|Sea,TWh/year,0,0
Sobriety - N2;FR;Production|Electricity|Renewable|Wind turbines|Offshore;TWh/year;0;0;;Sobriety - N2,FR,Production|Electricity|Renewable|Wind turbines|Offshore,TWh/year,0,0
Sobriety - N2;FR;Production|Electricity|Renewable|Wind turbines|Onshore;TWh/year;30.16356308;30.16356308;;Sobriety - N2,FR,Production|Electricity|Renewable|Wind turbines|Onshore,TWh/year,30.16356308,30.16356308
Sobriety - N2;FR;Production|Electricity|Storage|Hydro|Pumped storage;TWh/year;5.5;5.5;;Sobriety - N2,FR,Production|Electricity|Storage|Hydro|Pumped storage,TWh/year,5.5,5.5
Sobriety - N2;FR;Production|Electricity|Storage|Hydrogen;TWh/year;0;0;;Sobriety - N2,FR,Production|Electricity|Storage|Hydrogen,TWh/year,0,0
Sobriety - N2;FR;Production|Gaseous fuel|Biomethane;%;0.1;0.1;;Sobriety - N2,FR,Production|Gaseous fuel|Biomethane,%,0.1,0.1
Sobriety - N2;FR;Production|Gaseous fuel|CNG;%;56.9;56.9;;Sobriety - N2,FR,Production|Gaseous fuel|CNG,%,56.9,56.9
Sobriety - N2;FR;Production|Gaseous fuel|LNG;%;43;43;;Sobriety - N2,FR,Production|Gaseous fuel|LNG,%,43,43
Sobriety - N2;FR;Production|Gaseous fuel|Low to high;%;1;1;;Sobriety - N2,FR,Production|Gaseous fuel|Low to high,%,1,1
Sobriety - N2;FR;Production|Liquid fuel|Diesel|Biodiesel;%;7;7;;Sobriety - N2,FR,Production|Liquid fuel|Diesel|Biodiesel,%,7,7
Sobriety - N2;FR;Production|Liquid fuel|Diesel|Diesel;%;93;93;;Sobriety - N2,FR,Production|Liquid fuel|Diesel|Diesel,%,93,93
Sobriety - N2;FR;Production|Liquid fuel|Petrol|Bioethanol;%;7;7;;Sobriety - N2,FR,Production|Liquid fuel|Petrol|Bioethanol,%,7,7
Sobriety - N2;FR;Production|Liquid fuel|Petrol|Petrol;%;93;93;;Sobriety - N2,FR,Production|Liquid fuel|Petrol|Petrol,%,93,93
Extensive reindustrialization - M0;FR;Efficiency|Storage|Vehicle to grid|Charge;%;87.5;95;;Extensive reindustrialization - M0,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,95
Extensive reindustrialization - M1;FR;Efficiency|Storage|Vehicle to grid|Charge;%;87.5;95;;Extensive reindustrialization - M1,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,95
Extensive reindustrialization - M23;FR;Efficiency|Storage|Vehicle to grid|Charge;%;87.5;95;;Extensive reindustrialization - M23,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,95
Extensive reindustrialization - N03;FR;Efficiency|Storage|Vehicle to grid|Charge;%;87.5;95;;Extensive reindustrialization - N03,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,95
Extensive reindustrialization - N1;FR;Efficiency|Storage|Vehicle to grid|Charge;%;87.5;95;;Extensive reindustrialization - N1,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,95
Extensive reindustrialization - N2;FR;Efficiency|Storage|Vehicle to grid|Charge;%;87.5;95;;Extensive reindustrialization - N2,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,95
Reference - M0;FR;Efficiency|Storage|Vehicle to grid|Charge;%;87.5;95;;Reference - M0,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,95
Reference - M1;FR;Efficiency|Storage|Vehicle to grid|Charge;%;87.5;95;;Reference - M1,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,95
Reference - M23;FR;Efficiency|Storage|Vehicle to grid|Charge;%;87.5;95;;Reference - M23,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,95
Reference - N1;FR;Efficiency|Storage|Vehicle to grid|Charge;%;87.5;95;;Reference - N1,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,95
Reference - N2;FR;Efficiency|Storage|Vehicle to grid|Charge;%;87.5;95;;Reference - N2,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,95
Reference - N03;FR;Efficiency|Storage|Vehicle to grid|Charge;%;87.5;95;;Reference - N03,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,95
Sobriety - M0;FR;Efficiency|Storage|Vehicle to grid|Charge;%;87.5;95;;Sobriety - M0,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,95
Sobriety - M1;FR;Efficiency|Storage|Vehicle to grid|Charge;%;87.5;95;;Sobriety - M1,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,95
Sobriety - M23;FR;Efficiency|Storage|Vehicle to grid|Charge;%;87.5;95;;Sobriety - M23,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,95
Sobriety - N03;FR;Efficiency|Storage|Vehicle to grid|Charge;%;87.5;95;;Sobriety - N03,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,95
Sobriety - N1;FR;Efficiency|Storage|Vehicle to grid|Charge;%;87.5;95;;Sobriety - N1,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,95
Sobriety - N2;FR;Efficiency|Storage|Vehicle to grid|Charge;%;87.5;95;;Sobriety - N2,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,95
Extensive reindustrialization - M0;FR;Efficiency|Storage|Battery|Charge;%;85;90;;Extensive reindustrialization - M0,FR,Efficiency|Storage|Battery|Charge,%,85,90
Extensive reindustrialization - M1;FR;Efficiency|Storage|Battery|Charge;%;85;90;;Extensive reindustrialization - M1,FR,Efficiency|Storage|Battery|Charge,%,85,90
Extensive reindustrialization - M23;FR;Efficiency|Storage|Battery|Charge;%;85;90;;Extensive reindustrialization - M23,FR,Efficiency|Storage|Battery|Charge,%,85,90
Extensive reindustrialization - N03;FR;Efficiency|Storage|Battery|Charge;%;85;90;;Extensive reindustrialization - N03,FR,Efficiency|Storage|Battery|Charge,%,85,90
Extensive reindustrialization - N1;FR;Efficiency|Storage|Battery|Charge;%;85;90;;Extensive reindustrialization - N1,FR,Efficiency|Storage|Battery|Charge,%,85,90
Extensive reindustrialization - N2;FR;Efficiency|Storage|Battery|Charge;%;85;90;;Extensive reindustrialization - N2,FR,Efficiency|Storage|Battery|Charge,%,85,90
Reference - M0;FR;Efficiency|Storage|Battery|Charge;%;85;90;;Reference - M0,FR,Efficiency|Storage|Battery|Charge,%,85,90
Reference - M1;FR;Efficiency|Storage|Battery|Charge;%;85;90;;Reference - M1,FR,Efficiency|Storage|Battery|Charge,%,85,90
Reference - M23;FR;Efficiency|Storage|Battery|Charge;%;85;90;;Reference - M23,FR,Efficiency|Storage|Battery|Charge,%,85,90
Reference - N1;FR;Efficiency|Storage|Battery|Charge;%;85;90;;Reference - N1,FR,Efficiency|Storage|Battery|Charge,%,85,90
Reference - N2;FR;Efficiency|Storage|Battery|Charge;%;85;90;;Reference - N2,FR,Efficiency|Storage|Battery|Charge,%,85,90
Reference - N03;FR;Efficiency|Storage|Battery|Charge;%;85;90;;Reference - N03,FR,Efficiency|Storage|Battery|Charge,%,85,90
Sobriety - M0;FR;Efficiency|Storage|Battery|Charge;%;85;90;;Sobriety - M0,FR,Efficiency|Storage|Battery|Charge,%,85,90
Sobriety - M1;FR;Efficiency|Storage|Battery|Charge;%;85;90;;Sobriety - M1,FR,Efficiency|Storage|Battery|Charge,%,85,90
Sobriety - M23;FR;Efficiency|Storage|Battery|Charge;%;85;90;;Sobriety - M23,FR,Efficiency|Storage|Battery|Charge,%,85,90
Sobriety - N03;FR;Efficiency|Storage|Battery|Charge;%;85;90;;Sobriety - N03,FR,Efficiency|Storage|Battery|Charge,%,85,90
Sobriety - N1;FR;Efficiency|Storage|Battery|Charge;%;85;90;;Sobriety - N1,FR,Efficiency|Storage|Battery|Charge,%,85,90
Sobriety - N2;FR;Efficiency|Storage|Battery|Charge;%;85;90;;Sobriety - N2,FR,Efficiency|Storage|Battery|Charge,%,85,90
Extensive reindustrialization - M0;FR;Efficiency|Electricity|Hydrogen|Electrolyzer;%;61;70;;Extensive reindustrialization - M0,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,70
Extensive reindustrialization - M1;FR;Efficiency|Electricity|Hydrogen|Electrolyzer;%;61;70;;Extensive reindustrialization - M1,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,70
Extensive reindustrialization - M23;FR;Efficiency|Electricity|Hydrogen|Electrolyzer;%;61;70;;Extensive reindustrialization - M23,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,70
Extensive reindustrialization - N03;FR;Efficiency|Electricity|Hydrogen|Electrolyzer;%;61;70;;Extensive reindustrialization - N03,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,70
Extensive reindustrialization - N1;FR;Efficiency|Electricity|Hydrogen|Electrolyzer;%;61;70;;Extensive reindustrialization - N1,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,70
Extensive reindustrialization - N2;FR;Efficiency|Electricity|Hydrogen|Electrolyzer;%;61;70;;Extensive reindustrialization - N2,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,70
Reference - M0;FR;Efficiency|Electricity|Hydrogen|Electrolyzer;%;61;70;;Reference - M0,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,70
Reference - M1;FR;Efficiency|Electricity|Hydrogen|Electrolyzer;%;61;70;;Reference - M1,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,70
Reference - M23;FR;Efficiency|Electricity|Hydrogen|Electrolyzer;%;61;70;;Reference - M23,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,70
Reference - N1;FR;Efficiency|Electricity|Hydrogen|Electrolyzer;%;61;70;;Reference - N1,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,70
Reference - N2;FR;Efficiency|Electricity|Hydrogen|Electrolyzer;%;61;70;;Reference - N2,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,70
Reference - N03;FR;Efficiency|Electricity|Hydrogen|Electrolyzer;%;61;70;;Reference - N03,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,70
Sobriety - M0;FR;Efficiency|Electricity|Hydrogen|Electrolyzer;%;61;70;;Sobriety - M0,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,70
Sobriety - M1;FR;Efficiency|Electricity|Hydrogen|Electrolyzer;%;61;70;;Sobriety - M1,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,70
Sobriety - M23;FR;Efficiency|Electricity|Hydrogen|Electrolyzer;%;61;70;;Sobriety - M23,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,70
Sobriety - N03;FR;Efficiency|Electricity|Hydrogen|Electrolyzer;%;61;70;;Sobriety - N03,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,70
Sobriety - N1;FR;Efficiency|Electricity|Hydrogen|Electrolyzer;%;61;70;;Sobriety - N1,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,70
Sobriety - N2;FR;Efficiency|Electricity|Hydrogen|Electrolyzer;%;61;70;;Sobriety - N2,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,70
Extensive reindustrialization - M0;FR;Efficiency|Electricity|Hydrogen|Electrolyzer|Imported;%;61;70;;Extensive reindustrialization - M0,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,70
Extensive reindustrialization - M1;FR;Efficiency|Electricity|Hydrogen|Electrolyzer|Imported;%;61;70;;Extensive reindustrialization - M1,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,70
Extensive reindustrialization - M23;FR;Efficiency|Electricity|Hydrogen|Electrolyzer|Imported;%;61;70;;Extensive reindustrialization - M23,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,70
Extensive reindustrialization - N03;FR;Efficiency|Electricity|Hydrogen|Electrolyzer|Imported;%;61;70;;Extensive reindustrialization - N03,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,70
Extensive reindustrialization - N1;FR;Efficiency|Electricity|Hydrogen|Electrolyzer|Imported;%;61;70;;Extensive reindustrialization - N1,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,70
Extensive reindustrialization - N2;FR;Efficiency|Electricity|Hydrogen|Electrolyzer|Imported;%;61;70;;Extensive reindustrialization - N2,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,70
Reference - M0;FR;Efficiency|Electricity|Hydrogen|Electrolyzer|Imported;%;61;70;;Reference - M0,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,70
Reference - M1;FR;Efficiency|Electricity|Hydrogen|Electrolyzer|Imported;%;61;70;;Reference - M1,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,70
Reference - M23;FR;Efficiency|Electricity|Hydrogen|Electrolyzer|Imported;%;61;70;;Reference - M23,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,70
Reference - N1;FR;Efficiency|Electricity|Hydrogen|Electrolyzer|Imported;%;61;70;;Reference - N1,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,70
Reference - N2;FR;Efficiency|Electricity|Hydrogen|Electrolyzer|Imported;%;61;70;;Reference - N2,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,70
Reference - N03;FR;Efficiency|Electricity|Hydrogen|Electrolyzer|Imported;%;61;70;;Reference - N03,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,70
Sobriety - M0;FR;Efficiency|Electricity|Hydrogen|Electrolyzer|Imported;%;61;70;;Sobriety - M0,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,70
Sobriety - M1;FR;Efficiency|Electricity|Hydrogen|Electrolyzer|Imported;%;61;70;;Sobriety - M1,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,70
Sobriety - M23;FR;Efficiency|Electricity|Hydrogen|Electrolyzer|Imported;%;61;70;;Sobriety - M23,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,70
Sobriety - N03;FR;Efficiency|Electricity|Hydrogen|Electrolyzer|Imported;%;61;70;;Sobriety - N03,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,70
Sobriety - N1;FR;Efficiency|Electricity|Hydrogen|Electrolyzer|Imported;%;61;70;;Sobriety - N1,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,70
Sobriety - N2;FR;Efficiency|Electricity|Hydrogen|Electrolyzer|Imported;%;61;70;;Sobriety - N2,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,70
Extensive reindustrialization - M0;FR;Production|Electricity|Storage|Vehicle to grid;TWh/year;0;0;;Extensive reindustrialization - M0,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,0,0
Extensive reindustrialization - M1;FR;Production|Electricity|Storage|Vehicle to grid;TWh/year;0;0;;Extensive reindustrialization - M1,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,0,0
Extensive reindustrialization - M23;FR;Production|Electricity|Storage|Vehicle to grid;TWh/year;0;0;;Extensive reindustrialization - M23,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,0,0
Extensive reindustrialization - N03;FR;Production|Electricity|Storage|Vehicle to grid;TWh/year;0;0;;Extensive reindustrialization - N03,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,0,0
Extensive reindustrialization - N1;FR;Production|Electricity|Storage|Vehicle to grid;TWh/year;0;0;;Extensive reindustrialization - N1,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,0,0
Extensive reindustrialization - N2;FR;Production|Electricity|Storage|Vehicle to grid;TWh/year;0;0;;Extensive reindustrialization - N2,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,0,0
Reference - M0;FR;Production|Electricity|Storage|Vehicle to grid;TWh/year;0;0;;Reference - M0,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,0,0
Reference - M1;FR;Production|Electricity|Storage|Vehicle to grid;TWh/year;0;0;;Reference - M1,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,0,0
Reference - M23;FR;Production|Electricity|Storage|Vehicle to grid;TWh/year;0;0;;Reference - M23,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,0,0
Reference - N1;FR;Production|Electricity|Storage|Vehicle to grid;TWh/year;0;0;;Reference - N1,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,0,0
Reference - N2;FR;Production|Electricity|Storage|Vehicle to grid;TWh/year;0;0;;Reference - N2,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,0,0
Reference - N03;FR;Production|Electricity|Storage|Vehicle to grid;TWh/year;0;0;;Reference - N03,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,0,0
Sobriety - M0;FR;Production|Electricity|Storage|Vehicle to grid;TWh/year;0;0;;Sobriety - M0,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,0,0
Sobriety - M1;FR;Production|Electricity|Storage|Vehicle to grid;TWh/year;0;0;;Sobriety - M1,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,0,0
Sobriety - M23;FR;Production|Electricity|Storage|Vehicle to grid;TWh/year;0;0;;Sobriety - M23,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,0,0
Sobriety - N03;FR;Production|Electricity|Storage|Vehicle to grid;TWh/year;0;0;;Sobriety - N03,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,0,0
Sobriety - N1;FR;Production|Electricity|Storage|Vehicle to grid;TWh/year;0;0;;Sobriety - N1,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,0,0
Sobriety - N2;FR;Production|Electricity|Storage|Vehicle to grid;TWh/year;0;0;;Sobriety - N2,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,0,0
Extensive reindustrialization - M0;FR;Production|Electricity|Storage|Battery;TWh/year;0;0;;Extensive reindustrialization - M0,FR,Production|Electricity|Storage|Battery,TWh/year,0,0
Extensive reindustrialization - M1;FR;Production|Electricity|Storage|Battery;TWh/year;0;0;;Extensive reindustrialization - M1,FR,Production|Electricity|Storage|Battery,TWh/year,0,0
Extensive reindustrialization - M23;FR;Production|Electricity|Storage|Battery;TWh/year;0;0;;Extensive reindustrialization - M23,FR,Production|Electricity|Storage|Battery,TWh/year,0,0
Extensive reindustrialization - N03;FR;Production|Electricity|Storage|Battery;TWh/year;0;0;;Extensive reindustrialization - N03,FR,Production|Electricity|Storage|Battery,TWh/year,0,0
Extensive reindustrialization - N1;FR;Production|Electricity|Storage|Battery;TWh/year;0;0;;Extensive reindustrialization - N1,FR,Production|Electricity|Storage|Battery,TWh/year,0,0
Extensive reindustrialization - N2;FR;Production|Electricity|Storage|Battery;TWh/year;0;0;;Extensive reindustrialization - N2,FR,Production|Electricity|Storage|Battery,TWh/year,0,0
Reference - M0;FR;Production|Electricity|Storage|Battery;TWh/year;0;0;;Reference - M0,FR,Production|Electricity|Storage|Battery,TWh/year,0,0
Reference - M1;FR;Production|Electricity|Storage|Battery;TWh/year;0;0;;Reference - M1,FR,Production|Electricity|Storage|Battery,TWh/year,0,0
Reference - M23;FR;Production|Electricity|Storage|Battery;TWh/year;0;0;;Reference - M23,FR,Production|Electricity|Storage|Battery,TWh/year,0,0
Reference - N1;FR;Production|Electricity|Storage|Battery;TWh/year;0;0;;Reference - N1,FR,Production|Electricity|Storage|Battery,TWh/year,0,0
Reference - N2;FR;Production|Electricity|Storage|Battery;TWh/year;0;0;;Reference - N2,FR,Production|Electricity|Storage|Battery,TWh/year,0,0
Reference - N03;FR;Production|Electricity|Storage|Battery;TWh/year;0;0;;Reference - N03,FR,Production|Electricity|Storage|Battery,TWh/year,0,0
