name,reference product
"softwood forestry, pine, sustainable forest management","sawlog and veneer log, softwood, measured as solid wood under bark"
"softwood forestry, pine, sustainable forest management","sawlog and veneer log, softwood, measured as solid wood under bark"
"softwood forestry, pine, sustainable forest management","sawlog and veneer log, softwood, measured as solid wood under bark"
"softwood forestry, pine, sustainable forest management","sawlog and veneer log, softwood, measured as solid wood under bark"
"hardwood forestry, birch, sustainable forest management","sawlog and veneer log, hardwood, measured as solid wood under bark"
"hardwood forestry, birch, sustainable forest management","sawlog and veneer log, hardwood, measured as solid wood under bark"
"hardwood forestry, birch, sustainable forest management","sawlog and veneer log, hardwood, measured as solid wood under bark"
"hardwood forestry, birch, sustainable forest management","sawlog and veneer log, hardwood, measured as solid wood under bark"
"hardwood forestry, birch, sustainable forest management","sawlog and veneer log, hardwood, measured as solid wood under bark"
"hardwood forestry, birch, sustainable forest management","sawlog and veneer log, hardwood, measured as solid wood under bark"
"hardwood forestry, birch, sustainable forest management","sawlog and veneer log, hardwood, measured as solid wood under bark"
"hardwood forestry, birch, sustainable forest management","sawlog and veneer log, hardwood, measured as solid wood under bark"
"hardwood forestry, birch, sustainable forest management","sawlog and veneer log, hardwood, measured as solid wood under bark"
"hardwood forestry, birch, sustainable forest management","sawlog and veneer log, hardwood, measured as solid wood under bark"
"hardwood forestry, birch, sustainable forest management","sawlog and veneer log, hardwood, measured as solid wood under bark"
"hardwood forestry, birch, sustainable forest management","sawlog and veneer log, hardwood, measured as solid wood under bark"
"hardwood forestry, birch, sustainable forest management","sawlog and veneer log, hardwood, measured as solid wood under bark"
"hardwood forestry, birch, sustainable forest management","sawlog and veneer log, hardwood, measured as solid wood under bark"
"hardwood forestry, birch, sustainable forest management","sawlog and veneer log, hardwood, measured as solid wood under bark"
"hardwood forestry, birch, sustainable forest management","sawlog and veneer log, hardwood, measured as solid wood under bark"
"hardwood forestry, birch, sustainable forest management","sawlog and veneer log, hardwood, measured as solid wood under bark"
"hardwood forestry, birch, sustainable forest management","bundle, energy wood, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","bundle, energy wood, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","bundle, energy wood, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","bundle, energy wood, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","bundle, energy wood, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","bundle, energy wood, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","bundle, energy wood, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","bundle, energy wood, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","bundle, energy wood, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","bundle, energy wood, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","bundle, energy wood, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","bundle, energy wood, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","bundle, energy wood, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","bundle, energy wood, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","bundle, energy wood, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","bundle, energy wood, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","bundle, energy wood, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, birch, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, birch, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, birch, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, birch, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, birch, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, birch, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, birch, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, birch, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, birch, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, birch, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, birch, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, birch, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, birch, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, birch, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, birch, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, birch, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, birch, sustainable forest management","wood chips, wet, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","wood chips, wet, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","wood chips, wet, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","wood chips, wet, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","wood chips, wet, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","wood chips, wet, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","wood chips, wet, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","wood chips, wet, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","wood chips, wet, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","wood chips, wet, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","wood chips, wet, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","wood chips, wet, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","wood chips, wet, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","wood chips, wet, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","wood chips, wet, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","wood chips, wet, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","wood chips, wet, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, birch, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, oak, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, oak, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, oak, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, oak, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, oak, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, oak, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, oak, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, oak, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, oak, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, oak, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, oak, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, oak, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, oak, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, oak, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, oak, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, oak, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, oak, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, oak, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, oak, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, oak, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, oak, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, oak, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, oak, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, oak, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, oak, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, oak, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, oak, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, oak, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, oak, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, oak, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, oak, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, oak, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, oak, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, oak, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, oak, sustainable forest management","sawlog and veneer log, hardwood, measured as solid wood under bark"
"hardwood forestry, oak, sustainable forest management","sawlog and veneer log, hardwood, measured as solid wood under bark"
"hardwood forestry, oak, sustainable forest management","sawlog and veneer log, hardwood, measured as solid wood under bark"
"hardwood forestry, oak, sustainable forest management","sawlog and veneer log, hardwood, measured as solid wood under bark"
"hardwood forestry, oak, sustainable forest management","sawlog and veneer log, hardwood, measured as solid wood under bark"
"hardwood forestry, oak, sustainable forest management","sawlog and veneer log, hardwood, measured as solid wood under bark"
"hardwood forestry, oak, sustainable forest management","sawlog and veneer log, hardwood, measured as solid wood under bark"
"hardwood forestry, oak, sustainable forest management","sawlog and veneer log, hardwood, measured as solid wood under bark"
"hardwood forestry, oak, sustainable forest management","sawlog and veneer log, hardwood, measured as solid wood under bark"
"hardwood forestry, oak, sustainable forest management","sawlog and veneer log, hardwood, measured as solid wood under bark"
"hardwood forestry, oak, sustainable forest management","sawlog and veneer log, hardwood, measured as solid wood under bark"
"hardwood forestry, oak, sustainable forest management","sawlog and veneer log, hardwood, measured as solid wood under bark"
"hardwood forestry, oak, sustainable forest management","sawlog and veneer log, hardwood, measured as solid wood under bark"
"hardwood forestry, oak, sustainable forest management","sawlog and veneer log, hardwood, measured as solid wood under bark"
"hardwood forestry, oak, sustainable forest management","sawlog and veneer log, hardwood, measured as solid wood under bark"
"hardwood forestry, oak, sustainable forest management","sawlog and veneer log, hardwood, measured as solid wood under bark"
"hardwood forestry, oak, sustainable forest management","sawlog and veneer log, hardwood, measured as solid wood under bark"
"hardwood forestry, oak, sustainable forest management","wood chips, wet, measured as dry mass"
"hardwood forestry, oak, sustainable forest management","wood chips, wet, measured as dry mass"
"hardwood forestry, oak, sustainable forest management","wood chips, wet, measured as dry mass"
"hardwood forestry, oak, sustainable forest management","wood chips, wet, measured as dry mass"
"hardwood forestry, oak, sustainable forest management","wood chips, wet, measured as dry mass"
"hardwood forestry, oak, sustainable forest management","wood chips, wet, measured as dry mass"
"hardwood forestry, oak, sustainable forest management","wood chips, wet, measured as dry mass"
"hardwood forestry, oak, sustainable forest management","wood chips, wet, measured as dry mass"
"hardwood forestry, oak, sustainable forest management","wood chips, wet, measured as dry mass"
"hardwood forestry, oak, sustainable forest management","wood chips, wet, measured as dry mass"
"hardwood forestry, oak, sustainable forest management","wood chips, wet, measured as dry mass"
"hardwood forestry, oak, sustainable forest management","wood chips, wet, measured as dry mass"
"hardwood forestry, oak, sustainable forest management","wood chips, wet, measured as dry mass"
"hardwood forestry, oak, sustainable forest management","wood chips, wet, measured as dry mass"
"hardwood forestry, oak, sustainable forest management","wood chips, wet, measured as dry mass"
"hardwood forestry, oak, sustainable forest management","wood chips, wet, measured as dry mass"
"hardwood forestry, oak, sustainable forest management","wood chips, wet, measured as dry mass"
"hardwood forestry, beech, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, beech, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, beech, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, beech, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, beech, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, beech, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, beech, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, beech, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, beech, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, beech, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, beech, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, beech, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, beech, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, beech, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, beech, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, beech, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, beech, sustainable forest management","pulpwood, hardwood, measured as solid wood under bark"
"hardwood forestry, beech, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, beech, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, beech, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, beech, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, beech, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, beech, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, beech, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, beech, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, beech, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, beech, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, beech, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, beech, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, beech, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, beech, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, beech, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, beech, sustainable forest management","cleft timber, measured as dry mass"
"hardwood forestry, beech, sustainable forest management","cleft timber, measured as dry mass"
